Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
P08238;Q58FF7,P08238,Heat shock protein HSP 90-beta,HSP90AB1,83.263,566025000.0,692630000.0,611730000.0,478655000.0,595475000.0,737135000.0,611640000.0,660225000.0,525290000.0,1010724999.999995,744075000.0,673510000.0,782180000.0,509305000.0
P30101,P30101,Protein disulfide-isomerase A3,PDIA3,56.782,565355000.0,458575000.0,373615000.0,390380000.0,457380000.0,469745000.0,551885000.0,560525000.0,481210000.0,367865000.0,367245000.0,342715000.0,416690000.0,312010000.0
P07195,P07195,L-lactate dehydrogenase B chain,LDHB,36.638,588295000.0,391820000.0,624615000.0,689235000.0,453120000.0,350680000.0,163670000.0,580445000.0,521100000.0,816940000.0,255260000.0,509200000.0,408960000.0,588370000.0
P21796;C9JI87,P21796;C9JI87,Voltage-dependent anion-selective channel protein 1,VDAC1,30.772,526620000.0,158155000.0,116574500.0,87204000.0,127770000.0,38888500.0,40368500.0,139630500.0,330560000.0,16905250.0,35656500.0,12655300.0,39465000.0,87147500.0
P40926,P40926,"Malate dehydrogenase, mitochondrial",MDH2,35.503,520835000.0,29193500.0,62436000.0,134625000.0,3973500.0,838475.0,3131850.0,160235000.0,275295000.0,41407500.0,4860500.0,7457000.0,8529400.0,10568000.0
P62854,P62854,40S ribosomal protein S26,RPS26,13.015,494865000.0,631905000.0,484920000.0,171105000.0,334220000.0,308095000.0,203345000.0,49860500.0,591850000.0,545495000.0,270740000.0,407405000.0,639500000.0,598385000.0
P04406;E7EUT5,P04406;E7EUT5,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,36.053,457485000.0,140420000.0,593665000.0,993944999.999995,301010000.0,393625000.0,414740000.0,1032595000.0,602280000.0,670775000.0,429400000.0,378790000.0,224140000.0,344470000.0
P11142,P11142,Heat shock cognate 71 kDa protein,HSPA8,70.897,466500000.0,325150000.0,321985000.0,246325000.0,364390000.0,370995000.0,311505000.0,365780000.0,374315000.0,473445000.0,343825000.0,392540000.0,350585000.0,362570000.0
P35232;C9JW96;C9JZ20;E9PCW0;E7ESE2;A0A8I5KWR0,P35232;C9JW96;C9JZ20;E9PCW0;E7ESE2,Prohibitin,PHB ,29.804,476425000.0,304995000.0,276915000.0,219985000.0,266995000.0,190600000.0,315600000.0,421530000.0,404445000.0,117965000.0,243270000.0,161690000.0,216200000.0,212530000.0
P14625;Q58FF3,P14625,Endoplasmin,HSP90B1,92.468,479535000.0,415265000.0,314135000.0,244380000.0,434585000.0,437195000.0,365930000.0,261385000.0,406195000.0,356680000.0,282920000.0,378375000.0,358580000.0,323365000.0
P62873,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,37.377,399320000.0,370135000.0,247810000.0,176890000.0,362615000.0,400610000.0,249710000.0,213300000.0,331295000.0,239775000.0,208665000.0,282250000.0,285755000.0,189260000.0
Q3SYG4,Q3SYG4,Protein PTHB1,BBS9,99.279,470225000.0,278610000.0,417605000.0,1514749999.999995,218805000.0,322050000.0,154406500.0,1061250000.0,237350000.0,858925000.0,275705000.0,303375000.0,296630000.0,110210000.0
P62241,P62241,40S ribosomal protein S8,RPS8,24.205,402980000.0,822460000.0,729415000.0,806085000.0,698265000.0,704660000.0,1138800000.0,505695000.0,665285000.0,331980000.0,429035000.0,571685000.0,654920000.0,508960000.0
O15460;E7ENX0;E7EPI9;C9JX45;A8MXE0;E7ERI1;C9JCP0,O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,60.901,399910000.0,329385000.0,443830000.0,183733500.0,453580000.0,494430000.0,725745000.0,272285000.0,306855000.0,242685000.0,1155224999.999995,298195000.0,334460000.0,233460000.0
P21397,P21397,Amine oxidase [flavin-containing] A,MAOA,59.681,383320000.0,66905500.0,90837000.0,83517000.0,149105000.0,61603000.0,160785000.0,50886000.0,66020000.0,50308000.0,38264500.0,63310000.0,35475000.0,95944000.0
P00505,P00505,"Aspartate aminotransferase, mitochondrial",GOT2,47.517,424075000.0,81700500.0,412110000.0,404635000.0,11409000.0,24887500.0,54185000.0,159860000.0,348545000.0,160005000.0,28225000.0,57487000.0,97128000.0,7366650.0
Q9ULF5,Q9ULF5,Zinc transporter ZIP10,SLC39A10,94.131,394775000.0,317255000.0,559970000.0,361105000.0,302990000.0,450000000.0,1680349999.99999,314175000.0,433260000.0,344135000.0,773620000.0,284605000.0,493950000.0,251075000.0
O76094;D6RDY6;R4GNC1,O76094,Signal recognition particle subunit SRP72,SRP72,74.605,370835000.0,436585000.0,553915000.0,530600000.0,356790000.0,375670000.0,722465000.0,283485000.0,460165000.0,558290000.0,363345000.0,564460000.0,448120000.0,802095000.0
P30050,P30050,60S ribosomal protein L12,RPL12,17.818,375205000.0,440945000.0,308215000.0,267740000.0,430325000.0,398255000.0,442120000.0,321435000.0,329765000.0,259250000.0,273345000.0,387900000.0,505670000.0,215530000.0
P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,Voltage-dependent anion-selective channel protein 2,VDAC2,31.566,350015000.0,139215000.0,132860000.0,116580000.0,117185000.0,48230500.0,135585000.0,111233000.0,242475000.0,17078000.0,88870000.0,22168000.0,55285500.0,210970000.0
Q99623;F5GY37;J3KPX7;A0A7I2V5F0;F5GWA7;F5H3X6;F5H0C5;F5H2D2;A0A3G2KQ93;U3KPZ5,Q99623;F5GY37;J3KPX7;A0A7I2V5F0;F5GWA7;F5H3X6,Prohibitin-2,PHB2,33.296,356670000.0,315825000.0,301205000.0,240610000.0,210300000.0,250925000.0,339385000.0,367415000.0,475540000.0,109030000.0,216750000.0,166870000.0,227385000.0,336160000.0
P27797,P27797,Calreticulin,CALR,48.141,313965000.0,27952000.0,131297000.0,93578500.0,134515000.0,204680000.0,77593500.0,98554500.0,288635000.0,189830000.0,103429500.0,74293000.0,36652500.0,119210000.0
P07237,P07237,Protein disulfide-isomerase,P4HB,57.116,327730000.0,199035000.0,131530000.0,100247000.0,193850000.0,222295000.0,205445000.0,136850000.0,280515000.0,182840000.0,142920000.0,131230000.0,161720000.0,113535000.0
P49411,P49411,"Elongation factor Tu, mitochondrial",TUFM,49.874,334640000.0,136800000.0,180600000.0,184180000.0,131435000.0,109900000.0,113710000.0,221940000.0,187410000.0,166345000.0,166415000.0,182375000.0,126895000.0,250400000.0
P61353,P61353,60S ribosomal protein L27,RPL27,15.798,367520000.0,483590000.0,396385000.0,154605000.0,254670000.0,353580000.0,708465000.0,93013000.0,586170000.0,182230000.0,302820000.0,207985000.0,366515000.0,304575000.0
P05023;Q13733;Q5TC05;Q5TC01;E9PRA5;Q5TC02;M0QXF2,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,112.89,319240000.0,282660000.0,343320000.0,321350000.0,308410000.0,334455000.0,438985000.0,228965000.0,280315000.0,177485000.0,231280000.0,197565000.0,224610000.0,179455000.0
P46060;H0Y4Q3;B0QYT5;B0QYT4,P46060,Ran GTPase-activating protein 1,RANGAP1,63.541,319075000.0,331125000.0,354645000.0,285920000.0,343860000.0,378215000.0,549060000.0,301005000.0,258230000.0,367395000.0,524110000.0,288225000.0,285870000.0,261795000.0
P62820;P59190,P62820,Ras-related protein Rab-1A,RAB1A,22.677,281170000.0,232000000.0,264575000.0,333265000.0,220700000.0,255030000.0,240600000.0,150570000.0,229080000.0,199650000.0,149745000.0,175095000.0,194100000.0,188485000.0
Q96AG4,Q96AG4,Leucine-rich repeat-containing protein 59,LRRC59,34.93,284590000.0,221345000.0,219960000.0,206365000.0,210020000.0,197235000.0,146235000.0,150592000.0,192785000.0,182515000.0,117235000.0,166340000.0,182170000.0,207835000.0
Q02878,Q02878,60S ribosomal protein L6,RPL6,32.728,291995000.0,546625000.0,450085000.0,663020000.0,529220000.0,509300000.0,699330000.0,281625000.0,625115000.0,309965000.0,617060000.0,436535000.0,624690000.0,446905000.0
P05387,P05387,60S acidic ribosomal protein P2,RPLP2,11.665,385315000.0,436765.0,4543150.0,27292000.0,151565.0,98385.0,1071250.0,2662500.0,435850000.0,3454850.0,256241.5,800150.0,485105.0,2675750.0
A0A7P0TA85;P35613;A0A7P0TB04;A0A087WUV8;I3L192;A0A7P0T8A7;R4GMX5;R4GN83;A0A2R8YDZ0,A0A7P0TA85;P35613;A0A7P0TB04;A0A087WUV8;I3L192;A0A7P0T8A7,Basigin,BSG,28.991,290930000.0,64646500.0,227945000.0,204070000.0,100452500.0,104695000.0,97658500.0,120400000.0,327075000.0,73383000.0,115295000.0,45126000.0,46432500.0,41568000.0
P62277,P62277,40S ribosomal protein S13,RPS13,17.222,276150000.0,555830000.0,389320000.0,240735000.0,258500000.0,353775000.0,492370000.0,67962000.0,572555000.0,249710000.0,494865000.0,436630000.0,547195000.0,290800000.0
O60506,O60506,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,69.602,258280000.0,321305000.0,254305000.0,313160000.0,311915000.0,294525000.0,301015000.0,269965000.0,245845000.0,294240000.0,293825000.0,345335000.0,319400000.0,353590000.0
P23284,P23284,Peptidyl-prolyl cis-trans isomerase B,PPIB,23.742,234640000.0,102261500.0,204060000.0,197895000.0,32478000.0,83250500.0,46842500.0,133270000.0,309005000.0,210375000.0,125970000.0,218335000.0,193155000.0,47293000.0
Q15084,Q15084,Protein disulfide-isomerase A6,PDIA6,48.121,222240000.0,202800000.0,137625000.0,96020500.0,220165000.0,210870000.0,156895000.0,116565000.0,174760000.0,194800000.0,150260000.0,178470000.0,202400000.0,127030000.0
P62753,P62753,40S ribosomal protein S6,RPS6,28.68,236055000.0,476600000.0,500960000.0,547520000.0,446910000.0,546635000.0,939425000.0,437075000.0,508865000.0,347815000.0,689430000.0,426040000.0,455415000.0,451635000.0
P61604,P61604,"10 kDa heat shock protein, mitochondrial",HSPE1,10.932,236530000.0,207130000.0,265770000.0,340685000.0,144860000.0,144745000.0,206570000.0,556660000.0,243520000.0,266075000.0,328770000.0,227910000.0,172455000.0,317740000.0
P08670;B0YJC4;A0A1B0GTT5;A0A1B0GVG8,P08670;B0YJC4,Vimentin,VIM,53.651,230925000.0,232320000.0,210995000.0,277660000.0,251745000.0,285165000.0,257310000.0,391965000.0,277200000.0,294870000.0,330000000.0,297065000.0,238410000.0,384025000.0
P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;E9PQ96;E9PJH4;H0YF32,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7,40S ribosomal protein S3,RPS3,26.688,224835000.0,397555000.0,313715000.0,499715000.0,221030000.0,313845000.0,346215000.0,102452000.0,473065000.0,258230000.0,213425000.0,242860000.0,346145000.0,289705000.0
Q9H061;E9PI90,Q9H061,Transmembrane protein 126A,TMEM126A,21.527,235490000.0,141739500.0,89214500.0,82771500.0,163510000.0,111811500.0,168145000.0,117348000.0,184775000.0,103925000.0,138509500.0,114410000.0,69384000.0,160100000.0
Q07021;I3L3Q7;I3L3B0,Q07021;I3L3Q7;I3L3B0,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,31.362,205885000.0,7451150.0,29906000.0,31816000.0,21651000.0,22552500.0,1312400.0,43178000.0,70626000.0,48251000.0,12601750.0,28190500.0,17263000.0,19359500.0
P49207,P49207,60S ribosomal protein L34,RPL34,13.293,220855000.0,371135000.0,299485000.0,272435000.0,296895000.0,378480000.0,867085000.0,133705000.0,512310000.0,146910000.0,738840000.0,187755000.0,381060000.0,161430000.0
P62249,P62249,40S ribosomal protein S16,RPS16,16.445,223720000.0,333595000.0,370350000.0,788015000.0,166040000.0,234245000.0,388225000.0,189695000.0,591555000.0,218565000.0,214485000.0,161680000.0,266715000.0,243710000.0
P07339;A0A1B0GU92;A0A1B0GU03;A0A1B0GVF1,P07339;A0A1B0GU92;A0A1B0GU03,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,44.552,200880000.0,42263500.0,44661000.0,66032000.0,78862500.0,53188500.0,41583500.0,151185000.0,114990000.0,56991500.0,15884500.0,47392500.0,23280000.0,67827500.0
P62979;P0CG47;P0CG48,P62979;P0CG47;P0CG48,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC,17.965,176320000.0,292895000.0,409065000.0,588860000.0,427840000.0,437375000.0,659315000.0,528720000.0,216940000.0,299335000.0,305145000.0,350625000.0,275465000.0,215460000.0
P35221;G3XAM7;E5RIB1;E5RJ41,P35221;G3XAM7,Catenin alpha-1,CTNNA1,100.07,197895000.0,173290000.0,174725000.0,95461000.0,176995000.0,182020000.0,268750000.0,144055000.0,146645000.0,123150000.0,163975000.0,130220000.0,157130000.0,118985000.0
Q14697,Q14697,Neutral alpha-glucosidase AB,GANAB,106.87,192955000.0,241640000.0,167470000.0,129805000.0,213710000.0,206035000.0,202920000.0,174725000.0,231670000.0,202485000.0,235415000.0,221765000.0,277395000.0,160035000.0
P07900,P07900,Heat shock protein HSP 90-alpha,HSP90AA1,84.659,190540000.0,273960000.0,257575000.0,172330000.0,253835000.0,352390000.0,310455000.0,229500000.0,239465000.0,428655000.0,382780000.0,289375000.0,346645000.0,234975000.0
A0A7P0T937;P27824;A0A7P0T9L0;A0A7P0T8G1;A0A7P0TB65;A0A7P0T840;A0A7P0TAE9;D6RGY2,A0A7P0T937;P27824;A0A7P0T9L0;A0A7P0T8G1;A0A7P0TB65;A0A7P0T840;A0A7P0TAE9;D6RGY2,Calnexin,CANX,67.438,181950000.0,121229000.0,217995000.0,86041000.0,212990000.0,216595000.0,139800000.0,294865000.0,273915000.0,161690000.0,70557500.0,164865000.0,125365000.0,172410000.0
P62244,P62244,40S ribosomal protein S15a,RPS15A,14.839,192750000.0,497315000.0,370455000.0,627385000.0,522165000.0,439155000.0,702660000.0,317285000.0,452490000.0,273915000.0,250355000.0,376365000.0,561930000.0,372980000.0
P30048,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,27.692,196530000.0,16477000.0,94765500.0,106557500.0,24964500.0,41686000.0,10964550.0,216725000.0,111911500.0,151045500.0,70447000.0,97972000.0,27052500.0,89457000.0
P62280,P62280,40S ribosomal protein S11,RPS11,18.431,181395000.0,461285000.0,317760000.0,509695000.0,284820000.0,400015000.0,731425000.0,238765000.0,363520000.0,229615000.0,451535000.0,233480000.0,445990000.0,219435000.0
P60953;A0A590UJK8;A0A8Q3SI43,P60953;A0A590UJK8;A0A8Q3SI43,Cell division control protein 42 homolog,CDC42,21.258,173705000.0,148375000.0,57584000.0,141290000.0,119330000.0,112145000.0,102926500.0,118920000.0,131950000.0,147225000.0,71551000.0,135355000.0,119640000.0,107927000.0
P04844;Q5JYR7;Q5JYR4;Q5JYR3;H0Y5M1,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,69.283,156920000.0,141230000.0,107850000.0,133290000.0,127740000.0,118175000.0,59834500.0,72922500.0,164200000.0,101300000.0,64743000.0,128820000.0,158935000.0,148250000.0
Q9P1Q0,Q9P1Q0,Vacuolar protein sorting-associated protein 54,VPS54,110.59,163025000.0,290115000.0,150875000.0,275491500.0,116205000.0,461090000.0,53124450.0,137120500.0,29074500.0,177140000.0,30967500.0,57317000.0,250885000.0,40876000.0
P30040,P30040,Endoplasmic reticulum resident protein 29,ERP29,28.993,167350000.0,107565500.0,81808500.0,69940000.0,81035000.0,70703500.0,117980000.0,97213500.0,93724500.0,100059500.0,64354000.0,73882500.0,97680500.0,66891500.0
P34897,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,55.992,173790000.0,41609500.0,96395000.0,89950000.0,78509000.0,54176500.0,93097500.0,130570000.0,137490000.0,101369000.0,61758500.0,67997000.0,58575000.0,82145000.0
P62826,P62826,GTP-binding nuclear protein Ran,RAN,24.423,169635000.0,273100000.0,333500000.0,230340000.0,266935000.0,291990000.0,417620000.0,224720000.0,218770000.0,348560000.0,363100000.0,240850000.0,328350000.0,204375000.0
P08708,P08708,40S ribosomal protein S17,RPS17,15.55,188605000.0,174715000.0,150991000.0,100491000.0,146070000.0,147485000.0,117390000.0,161425000.0,261935000.0,168870000.0,238850000.0,188925000.0,163955000.0,79993000.0
P11279,P11279,Lysosome-associated membrane glycoprotein 1,LAMP1,44.882,174300000.0,41234500.0,56235500.0,50541500.0,37624500.0,47419000.0,33975500.0,3743200.0,153555000.0,23323000.0,20393000.0,16861500.0,28847500.0,23173000.0
A0A0C4DG17;A0A8V8TLA4;P08865;A0A8I5KQE6,A0A0C4DG17;A0A8V8TLA4;P08865;A0A8I5KQE6,40S ribosomal protein SA,RPSA,33.313,167470000.0,30979500.0,63889500.0,196325000.0,55450500.0,71580000.0,50771500.0,88291000.0,260815000.0,159687000.0,144075000.0,60012500.0,45506500.0,45385500.0
P00403,P00403,Cytochrome c oxidase subunit 2,MT-CO2,25.565,156635000.0,68937000.0,128630000.0,43352500.0,41362000.0,68903500.0,53013500.0,130550000.0,104350000.0,24786500.0,15737000.0,29829500.0,21883500.0,62953500.0
P48047;A0A494C0K9;H7C0C1;H7C086;H7C068,P48047;A0A494C0K9;H7C0C1,"ATP synthase subunit O, mitochondrial",ATP5O,23.277,164025000.0,125175000.0,160965000.0,121415000.0,71848000.0,84228500.0,153850000.0,130824000.0,162830000.0,91470500.0,110335000.0,104036500.0,113845000.0,124055000.0
P04843;B7Z4L4;F8WF32,P04843;B7Z4L4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,68.569,172950000.0,198070000.0,179275000.0,172725000.0,174765000.0,176750000.0,165535000.0,139125000.0,160835000.0,93775000.0,119550000.0,122380000.0,197775000.0,114595000.0
P51149,P51149,Ras-related protein Rab-7a,RAB7A,23.489,168775000.0,163480000.0,168680000.0,119360000.0,168155000.0,154255000.0,181215000.0,82821500.0,159565000.0,135820000.0,105463000.0,135520000.0,149805000.0,114735000.0
O95197;F5H617,O95197;F5H617,Reticulon-3;Reticulon,RTN3,112.61,143890000.0,222630000.0,227925000.0,127385000.0,223520000.0,205550000.0,269395000.0,55076500.0,120205000.0,110110000.0,111165000.0,128899000.0,189915000.0,82307000.0
P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37;A0A8V8TND0;A0A8V8TLK4;F8WBE5,P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,84.87,154865000.0,124680000.0,121920000.0,74858500.0,138000000.0,131775000.0,133050000.0,41988500.0,133425000.0,80226500.0,88202000.0,93868000.0,116355000.0,77295500.0
Q15907,Q15907,Ras-related protein Rab-11B,RAB11B,24.488,160135000.0,173685000.0,227715000.0,143565000.0,157565000.0,208200000.0,268820000.0,244630000.0,154880000.0,109637000.0,69071000.0,106415000.0,108320000.0,104192000.0
Q96S66;A0A6Q8PEZ7;A0A6Q8PHQ1;A0A6Q8PG30;A0A8I5KRC0;A0A6Q8PG14;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PFF7;Q5T1P5;A0A6Q8PG68;A0A6Q8PF11;A0A8I5KXB0;A0A6Q8PFH1;A0A6Q8PF97;A0A8I5KPC2;A0A6Q8PFT6;A0A8I5KXZ8,Q96S66;A0A6Q8PEZ7;A0A6Q8PHQ1;A0A6Q8PG30;A0A8I5KRC0;A0A6Q8PG14;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PFF7;Q5T1P5;A0A6Q8PG68,Chloride channel CLIC-like protein 1,CLCC1,62.022,146880000.0,60686000.0,114188500.0,128540000.0,82140500.0,136130000.0,207450000.0,90546000.0,122625000.0,97997500.0,107585000.0,80593500.0,60201500.0,85833000.0
Q02978;I3L1P8,Q02978;I3L1P8,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,34.061,161310000.0,108622000.0,155590000.0,174410000.0,121715000.0,153570000.0,157005000.0,87573000.0,178595000.0,96224500.0,92989500.0,85232500.0,86494000.0,167910000.0
P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,50.8,166470000.0,177525000.0,109362000.0,104280000.0,119285000.0,139125000.0,189130000.0,111475000.0,152825000.0,70025000.0,87782000.0,99280000.0,170465000.0,88025500.0
P12236,P12236,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,32.866,155375000.0,83344000.0,174610000.0,161410000.0,107321000.0,118450000.0,143845000.0,75568000.0,147545000.0,96922500.0,70472500.0,126125000.0,77588500.0,185250000.0
A0A0C4DG40;Q8NF91;H0Y326;A0A5F9ZH86;Q5JV20;F8WAI0,A0A0C4DG40;Q8NF91,Nesprin-1,SYNE1,1005.2,79393500.0,7257700.0,75202000.0,104558000.0,3479450.0,4560650.0,7784000.0,66933500.0,27685000.0,79507500.0,10460350.0,24145000.0,28693100.0,86352000.0
P27635,P27635,60S ribosomal protein L10,RPL10,24.577,149060000.0,341690000.0,172135000.0,266465000.0,184710000.0,260390000.0,165955000.0,153575000.0,221555000.0,273315000.0,235250000.0,251445000.0,413545000.0,240210000.0
P31930,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,52.645,154280000.0,105663500.0,133525000.0,81487500.0,97076000.0,103040000.0,152390000.0,151570000.0,131765000.0,94149000.0,110977500.0,78030000.0,78367500.0,97422500.0
P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0,P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,19.576,152100000.0,99233500.0,134595000.0,122765000.0,75785000.0,97136500.0,121934500.0,153780000.0,187475000.0,66080000.0,73834500.0,56885500.0,63920000.0,68474500.0
P26641,P26641,Elongation factor 1-gamma,EEF1G,50.118,142120000.0,200300000.0,291685000.0,355465000.0,266505000.0,230265000.0,240260000.0,227270000.0,213345000.0,273910000.0,185030000.0,288065000.0,213125000.0,299050000.0
P20340,P20340,Ras-related protein Rab-6A,RAB6A,23.593,151360000.0,162305000.0,238320000.0,132480000.0,114295000.0,157990000.0,379990000.0,108165000.0,125850000.0,114705000.0,107430000.0,101784500.0,140060000.0,106075000.0
P63241;I3L397;I3L504;Q6IS14;F8WCJ1;C9J7B5;C9J4W5;Q9GZV4,P63241;I3L397;I3L504;Q6IS14,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,16.832,134560000.0,31378000.0,59825500.0,77213500.0,71877500.0,54566000.0,15566500.0,152425000.0,107693000.0,140585000.0,42915000.0,107258500.0,71165500.0,110947000.0
P49755;G3V2K7,P49755,Transmembrane emp24 domain-containing protein 10,TMED10,24.976,136880000.0,94210000.0,96276500.0,139485000.0,84226500.0,98857000.0,98125000.0,143995000.0,124830000.0,94115000.0,66994000.0,81843000.0,86488500.0,69705000.0
P46782,P46782,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,22.876,133205000.0,237470000.0,250900000.0,249805000.0,375060000.0,321315000.0,392535000.0,293340000.0,278115000.0,221415000.0,110395000.0,303640000.0,167210000.0,224740000.0
P23528;E9PP50;E9PS23,P23528;E9PP50;E9PS23,Cofilin-1,CFL1,18.502,148970000.0,69846000.0,66383000.0,74592000.0,66722500.0,77185500.0,99120500.0,126690000.0,115080000.0,216870000.0,125595000.0,83417000.0,83653500.0,39324500.0
P60842,P60842,Eukaryotic initiation factor 4A-I,EIF4A1,46.153,127335000.0,134425000.0,208575000.0,185715000.0,101420000.0,119585000.0,142120000.0,103221000.0,148555000.0,188540000.0,159540000.0,144705000.0,154115000.0,173570000.0
P62857,P62857,40S ribosomal protein S28,RPS28,7.8409,140535000.0,180985000.0,178835000.0,238265000.0,210455000.0,206815000.0,134285000.0,141690000.0,233935000.0,243985000.0,212320000.0,218030000.0,217930000.0,149975000.0
