Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA sample avg,SMA200P sample avg,SMA200CB sample avg,SMA300CB sample avg,ChloroSMA20 sample avg,ChloroSMA40 sample avg,ChloroSMA60 sample avg,ChloroSMA80 sample avg,NP40 sample avg,AASTY645 sample avg,AASTY650 sample avg,AASTY1150 sample avg,AASTY1145 sample avg,AASTY80 sample avg
P00505,P00505,"Aspartate aminotransferase, mitochondrial",GOT2,47.517,92.41449252702554,20.046000920044758,96.56662301588571,100.0,2.9851692578258424,6.124698494594197,11.079825106381575,40.83318717211798,80.63848992499092,46.336359342867624,7.464841562303379,17.08460808136385,26.08935027283535,2.1803393766671486
Q9ULF5,Q9ULF5,Zinc transporter ZIP10,SLC39A10,94.131,25.03764495795684,22.65467984752044,38.187838219291265,25.97266288364789,23.072576662608054,32.2301537423768,100.0,23.355626248432564,29.172829040981657,29.004382293828986,59.54711907491972,24.616387691166885,38.61430561286969,21.627382208543363
O76094;D6RDY6;R4GNC1,O76094,Signal recognition particle subunit SRP72,SRP72,74.605,34.04068244629754,45.12237713188549,54.673533937450735,55.23621727190648,39.32368269359473,38.9430610217991,62.22870582539788,30.50167462962166,44.84533181877281,68.1033275325701,40.4786445270866,70.66244751294519,50.70295533913185,100.0
P30050,P30050,60S ribosomal protein L12,RPL12,17.818,60.197717291142325,79.65287346844264,53.17183588716661,48.71512341294689,82.8956901000558,72.15703373789341,66.55918299459968,60.44781795238258,56.169697156689544,55.274027808975625,53.22452223124247,84.87292086996497,100.0,46.965157627378744
P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,Voltage-dependent anion-selective channel protein 2,VDAC2,31.566,100.0,44.78215558324062,40.815401262028466,37.772570165267624,40.198452618158,15.561130202861678,36.348074043315535,37.24972341948813,73.54724827741657,6.483974443606787,30.814686606176377,8.637296320889513,19.469105134404938,81.8635729916231
Q99623;F5GY37;J3KPX7;A0A7I2V5F0;F5GWA7;F5H3X6;F5H0C5;F5H2D2;A0A3G2KQ93;U3KPZ5,Q99623;F5GY37;J3KPX7;A0A7I2V5F0;F5GWA7;F5H3X6,Prohibitin-2,PHB2,33.296,70.64694905520284,70.43344868162743,64.15130349610774,54.048002099591116,50.01382500708444,56.127641210578425,63.07770566545453,85.30210939017186,100.0,28.698803014703845,52.10449214049093,45.07576006004961,55.514961977688706,90.43353635414672
P27797,P27797,Calreticulin,CALR,48.141,100.0,10.023912573681816,44.96659939213633,33.80134524389721,51.441479087568354,73.62074372814193,23.189987813357718,36.793515119735105,97.6009113721464,80.34790413975956,39.980886547935555,32.27042031985869,14.389435966058791,51.568927668459665
P07237,P07237,Protein disulfide-isomerase,P4HB,57.116,100.0,68.37839055721928,43.154401820296115,34.689203568543434,71.01884017072065,76.59836951960844,58.82145911361003,48.94458633116842,90.87114668891314,74.13886898164665,52.92563058511844,54.607826852027664,60.82315442880374,47.051147086974886
P49411,P49411,"Elongation factor Tu, mitochondrial",TUFM,49.874,98.39813737354037,45.289835436292655,57.10093910357676,61.41728819507557,46.40278251194371,36.493267224941135,31.37358161533174,76.49281897689836,58.50431566829217,64.99945557972106,59.38690973972444,73.13281558517633,45.99122117489829,100.0
P61353,P61353,60S ribosomal protein L27,RPL27,15.798,55.28485346540032,81.90456647360583,64.11488615493447,26.374720273188064,45.996728245038746,60.064643718467,100.0,16.400039559736072,93.61272548231905,36.42805653472848,55.28393805533449,42.66730010772657,67.95764860401117,62.22660216837923
P05023;Q13733;Q5TC05;Q5TC01;E9PRA5;Q5TC02;M0QXF2,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,112.89,77.50169595187491,77.26163207814888,89.62093836494537,88.47312154137884,89.89723277531661,91.69330480827618,100.0,65.15369687179498,72.24808814845517,57.25936147666775,68.14299447797161,65.40965762459727,67.2116252305546,59.1706195688284
P46060;H0Y4Q3;B0QYT5;B0QYT4,P46060,Ran GTPase-activating protein 1,RANGAP1,63.541,50.16272262912737,58.61191524084016,59.95130519274786,50.976733084218914,64.90736058807629,67.1480028446863,80.99618118751152,55.4674359512463,43.10038351686289,76.75603029973091,100.0,61.795654049835115,55.39598757564913,55.89929357405799
P62820;P59190,P62820,Ras-related protein Rab-1A,RAB1A,22.677,74.39438071731546,69.11379750173022,75.27251653582876,100.0,70.11282291958135,76.202365280534,59.734219050761595,46.69664305371115,64.34939136135411,70.1990780346458,48.08534250270737,63.180471069365396,63.30209635366586,67.73366811414337
Q96AG4,Q96AG4,Leucine-rich repeat-containing protein 59,LRRC59,34.93,100.0,87.57007057410235,83.10756430065076,82.23478254493315,88.60637850509045,78.26550244803728,48.215659222678134,62.023793356778015,71.918351035489,85.22556104068262,49.99503580092398,79.71040661493906,78.90029516322895,99.18721577973817
Q02878,Q02878,60S ribosomal protein L6,RPL6,32.728,37.92184473724225,79.92987809104378,62.852862182539106,97.6517008954329,82.5228574395296,74.69538086023442,85.22217526518317,42.870772001451996,86.19063457544073,53.495547975501665,97.25919426247425,77.31630200314525,100.0,78.82897944517089
P05387,P05387,60S acidic ribosomal protein P2,RPLP2,11.665,83.27080222905319,0.10627479623574454,1.0557239829465805,6.68884816021346,0.03932780650932081,0.024011083135551215,0.21723214108088565,0.6744387387705071,100.0,0.992194854852806,0.0672071582226003,0.2358230246038776,0.12922126516202265,0.7853785145478536
A0A7P0TA85;P35613;A0A7P0TB04;A0A087WUV8;I3L192;A0A7P0T8A7;R4GMX5;R4GN83;A0A2R8YDZ0,A0A7P0TA85;P35613;A0A7P0TB04;A0A087WUV8;I3L192;A0A7P0T8A7,Basigin,BSG,28.991,83.78283270351548,20.961249580089152,70.5851077678305,66.6476498077509,34.73371613058707,34.04854069466903,26.389611543233016,40.64143914948776,100.0,28.083610236409957,40.29639899977476,17.722759127188894,16.482003630816987,16.258568748382736
P62277,P62277,40S ribosomal protein S13,RPS13,17.222,40.943175407662785,92.78634704951878,62.066844755554115,40.47760916481036,46.01728478999536,59.2338065892136,68.49903814076855,11.810782825168422,90.12386391536349,49.19980152957306,89.04559595200342,88.28522118186332,100.0,58.558174040157
O60506,O60506,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,69.602,53.781653972181495,75.32974193242539,56.93964491178814,73.95180915051112,77.9836583751612,69.25825897347107,58.81497669168787,65.891121273951,54.34891438784229,81.4209246471022,74.25425631885702,98.06678465032557,81.97844825800257,100.0
P23284,P23284,Peptidyl-prolyl cis-trans isomerase B,PPIB,23.742,71.52377463619828,35.09668955652945,66.8840768751015,68.41043308415644,11.886708749650678,28.65769495636563,13.39815065143107,47.616430102641075,100.0,85.2184139205424,46.60201948032287,90.7631791924221,72.57311027575804,19.579513192491078
Q15084,Q15084,Protein disulfide-isomerase A6,PDIA6,48.121,84.07172931157785,86.37763764457672,55.98111744826225,41.193705290696364,100.0,90.0841902816358,55.69205854807531,51.685887609430026,70.18687486037578,97.92817175716013,68.98590538387919,92.07271275172705,94.37558696445431,65.26655653483473
P62753,P62753,40S ribosomal protein S6,RPS6,28.68,26.779019730046834,60.87530198845954,61.1084123563329,70.4402034100293,60.873113019279266,70.03013048372124,100.0,58.11837945429094,61.287254888238394,52.434933402451534,94.92068866118902,65.91280749685316,63.68104880184158,69.58661509222
P61604,P61604,"10 kDa heat shock protein, mitochondrial",HSPE1,10.932,36.251013915414546,35.74230452331114,43.798209996061374,59.214229264794746,26.656699433447173,25.052064760667513,29.706917552624322,100.0,39.6236682071361,54.191221304781514,61.15265814917864,47.6359982215864,32.578502810896005,66.13973749710303
P08670;B0YJC4;A0A1B0GTT5;A0A1B0GVG8,P08670;B0YJC4,Vimentin,VIM,53.651,44.27461618234968,50.150592808462314,43.49832115861231,60.372104372572075,57.9520327919725,61.74276899007536,46.291039431954175,88.08606311067713,56.42391228621556,75.12861527039568,76.78688042999994,77.67357639985903,56.341671304348885,100.0
P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;E9PQ96;E9PJH4;H0YF32,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7,40S ribosomal protein S3,RPS3,26.688,39.6736712750703,78.98439776180575,59.5237433460034,100.0,46.82886843228728,62.5402646797392,57.324564909774836,21.19019587826245,88.62278763946958,60.55306197464454,45.705976667831145,58.44298984896687,75.28664425787956,69.43063098355591
Q9H061;E9PI90,Q9H061,Transmembrane protein 126A,TMEM126A,21.527,100.0,67.7679028304309,40.736100655080385,39.86093652340929,83.36731547225824,53.61916332618652,66.99893557782144,58.408934114882626,83.30227425538227,58.646014748417166,71.3832510554239,66.25665079404607,36.31685808268477,92.33694713768311
Q07021;I3L3Q7;I3L3B0,Q07021;I3L3Q7;I3L3B0,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,31.362,100.0,4.074780497529722,15.618887658710717,17.525080173542335,12.626332487789826,12.370179843911705,0.5981332291117178,24.581810919539627,36.41883260117221,31.143868255009515,7.428401764489168,18.67308332294307,10.335059209426962,12.77103453549783
P49207,P49207,60S ribosomal protein L34,RPL34,13.293,24.630181069851975,46.601285898533476,35.91301962949823,34.455805882755925,39.75458466649984,47.66606849218454,90.73575498905747,17.47769175431017,60.656775415837494,21.772217755309935,100.0,28.555504874798253,52.381163051953386,24.451261200505357
P62249,P62249,40S ribosomal protein S16,RPS16,16.445,25.034053961293523,42.02923888644651,44.56102800605026,100.0,22.308124836864184,29.60075114720911,40.76301391685424,24.880454858903448,70.27609479105395,32.50109045549435,29.12812503544142,24.672924905617588,36.78707176963808,37.038754354176774
P07339;A0A1B0GU92;A0A1B0GU03;A0A1B0GVF1,P07339;A0A1B0GU92;A0A1B0GU03,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,44.552,100.0,23.688326445055008,23.906071952936852,37.278368239397984,47.1365517522646,29.90109356071391,19.424093311813564,88.21614249664925,60.772834311342436,37.70199484413684,9.596791974369486,32.17443151044441,14.284586771155194,45.859124554140216
P62979;P0CG47;P0CG48,P62979;P0CG47;P0CG48,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC,17.965,26.402823976747282,49.3817390749768,65.8654410861708,100.0,76.92263573901043,73.9620240474612,92.63992073923745,92.8005607744431,34.48851985143038,59.565836490536775,55.45545755329129,71.60274052627939,50.84363994581512,43.81997325795944
P35221;G3XAM7;E5RIB1;E5RJ41,P35221;G3XAM7,Catenin alpha-1,CTNNA1,100.07,78.47474865459142,77.37029146425502,74.50177844062745,42.92993526302534,84.27137458672888,81.51175630254703,100.0,66.95754274167126,61.7374217709192,64.89637967709562,78.91544013673317,70.42239094811727,76.80254785860076,64.0831684486092
Q14697,Q14697,Neutral alpha-glucosidase AB,GANAB,106.87,56.43337225046764,79.57092604670127,52.666379631526716,43.05370490249824,75.04621244392116,68.04982253387614,55.68795052223565,59.897827908727265,71.93427681345983,78.6980124516517,83.56094235992119,88.45266735665078,100.0,63.5699089994364
P07900,P07900,Heat shock protein HSP 90-alpha,HSP90AA1,84.659,33.44932245912579,54.14943645544727,48.62071619139358,34.308457645397915,53.502815533210025,69.86035189640518,51.13947182516087,47.2236892896144,44.63025083638099,100.0,81.55294225162369,69.27876478497775,75.00798691518031,56.02469128769383
A0A7P0T937;P27824;A0A7P0T9L0;A0A7P0T8G1;A0A7P0TB65;A0A7P0T840;A0A7P0TAE9;D6RGY2,A0A7P0T937;P27824;A0A7P0T9L0;A0A7P0T8G1;A0A7P0TB65;A0A7P0T840;A0A7P0TAE9;D6RGY2,Calnexin,CANX,67.438,52.64447218929874,39.49233914884552,67.8209279181845,28.232238056665736,73.9918519618877,70.77097383724976,37.954589837109076,100.0,84.1400272874165,62.16913413144769,24.77611065173018,65.05297251235845,44.709357221813185,67.75164078457414
P62244,P62244,40S ribosomal protein S15a,RPS15A,14.839,27.090755299999447,78.69803790182876,55.98590030965826,100.0,88.11674642930667,69.70285828302961,92.66769771518294,52.269979062314455,67.51835141120857,51.160347306905194,42.7043610004803,72.13963146004178,97.3487435463486,71.19818471042787
P30048,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,27.692,77.36486712936629,7.30295611434344,40.112678909839424,47.57054146844194,11.799450159154066,18.531525985316964,4.050066529952736,100.0,46.77090395793806,79.01574928621493,33.65632282972975,52.5962603820637,13.126342767464036,47.82840620822969
P62280,P62280,40S ribosomal protein S11,RPS11,18.431,26.43011765139503,75.67435643720918,49.78396586320335,84.22156358533415,49.827400962252696,65.81972908434791,100.0,40.77749168945277,56.232606082457096,44.459541733839615,79.84623371340292,46.3939587615487,80.0977489093442,43.42465061486157
P60953;A0A590UJK8;A0A8Q3SI43,P60953;A0A590UJK8;A0A8Q3SI43,Cell division control protein 42 homolog,CDC42,21.258,88.78504410805174,85.38741116183714,31.647966009608563,81.8988988405185,73.2320352170582,64.73116739915477,49.364087714440096,71.24566661058854,71.60164612663901,100.0,44.38461271140304,94.34953443293205,75.37464935807847,74.92284324857457
P04844;Q5JYR7;Q5JYR4;Q5JYR3;H0Y5M1,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,69.283,77.93399654368,78.97347110294419,57.59506554292948,75.07327442223979,76.17273132432892,66.27966250591616,27.88410631395577,42.45083685615333,86.57807359940594,66.85733106027284,39.023902646060904,87.25089817177842,97.29479334120836,100.0
Q9P1Q0,Q9P1Q0,Vacuolar protein sorting-associated protein 54,VPS54,110.59,31.308515542367537,62.73126869664989,31.156023998171552,60.000602794799654,26.79520294719353,100.0,9.573244031385347,30.866452198947425,5.927978769000823,45.20805782198777,7.217780083215828,15.011693263934584,59.38877526614371,10.66186815258556
P30040,P30040,Endoplasmic reticulum resident protein 29,ERP29,28.993,100.0,72.36905521584198,52.56409505246202,47.39571218011026,58.13944582522341,47.71129727111804,66.15140768990575,68.088994570301,59.45844302751969,79.4554247164929,46.67013542264389,60.2079484063526,71.9454879654994,54.28775316345694
P34897,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,55.992,100.0,26.957110149422554,59.64117670542881,58.69694885811174,54.23986881486008,35.20401442470207,50.26545877726717,88.0632439665112,83.99094078560661,77.51242440014661,43.1281855836223,53.35841642359364,41.544058322005384,64.19674379576394
P62826,P62826,GTP-binding nuclear protein Ran,RAN,24.423,36.62241455626321,66.38329889747632,77.41833528016383,56.39492403545239,69.1928151912925,71.18779125654697,84.59977646703648,56.86555681626493,50.142432113203405,100.0,95.13646096348934,70.91141066031804,87.37555294687445,59.9260884284036
P08708,P08708,40S ribosomal protein S17,RPS17,15.55,65.06369518299296,67.86116867935844,56.00838669641585,39.31441637732856,60.5021098975608,57.4565313647333,37.99907637770941,65.27282005213613,95.93236982412867,77.41568624922263,100.0,88.88181545896757,69.7158607115491,37.47953178830885
P11279,P11279,Lysosome-associated membrane glycoprotein 1,LAMP1,44.882,100.0,26.635997469785906,34.6920251618826,32.88439696034246,25.917751300038866,30.72281691992056,18.290470816105852,2.5172230715475012,93.53037860008953,17.781891949012856,14.199497112013686,13.192794050024972,20.40009548233067,18.05683061190279
A0A0C4DG17;A0A8V8TLA4;P08865;A0A8I5KQE6,A0A0C4DG17;A0A8V8TLA4;P08865;A0A8I5KQE6,40S ribosomal protein SA,RPSA,33.313,60.480912970083736,12.596832116653422,24.81002981969879,80.40740870283437,24.044223298667486,29.19302108333036,17.205120855151275,37.37436410797802,100.0,76.6375869261277,63.14793857154244,29.55704412927858,20.2570480147699,22.26153422297214
P00403,P00403,Cytochrome c oxidase subunit 2,MT-CO2,25.565,100.0,49.5529127590166,88.30187737508076,31.38806025797425,31.705651884813317,49.67735909946892,31.75806852546168,97.69315228043004,70.72773641833048,21.028937803423688,12.193331047415073,25.97138590746248,17.22064354128848,54.586810400758104
P48047;A0A494C0K9;H7C0C1;H7C086;H7C068,P48047;A0A494C0K9;H7C0C1,"ATP synthase subunit O, mitochondrial",ATP5O,23.277,94.76808690800354,81.42828471991025,100.0,79.55428072972146,49.84145575634839,54.95625912079528,83.40766877128675,88.59629272924764,99.87863700335092,70.23022535190516,77.36679356725314,81.97393129242522,81.07508894560411,97.34709359557102
P04843;B7Z4L4;F8WF32,P04843;B7Z4L4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,68.569,70.94597604728769,91.48113041638138,79.07576674953098,80.35289809864248,86.07670441495993,81.87902319596732,63.716725689345964,66.8941958674326,70.04447461008793,51.11933742916942,59.51768268296572,68.46295078522022,100.0,63.84538644641626
P51149,P51149,Ras-related protein Rab-7a,RAB7A,23.489,83.59385686394052,91.1667546133484,89.83515425085385,67.0446609546867,100.0,86.28027597418993,84.22030408354594,48.082318061159036,83.90541701542489,89.39658204635612,63.395086575893444,91.53930327641933,91.45637019878133,77.18249545915687
O95197;F5H617,O95197;F5H617,Reticulon-3;Reticulon,RTN3,112.61,53.615487076692446,93.4004457230356,91.32045897102114,53.829094807866205,100.0,86.49343662296009,94.19017184710752,24.054815798951548,47.55194583258003,54.52269916159233,50.27093317533027,65.50088295037348,87.22486706302473,41.65365015118397
P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37;A0A8V8TND0;A0A8V8TLK4;F8WBE5,P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,84.87,93.46526085338033,84.72261625549673,79.12038255539774,51.23623492414917,100.0,89.81233741952877,75.34739459026335,29.70320853157398,85.49097578283141,64.34365590172273,64.60477377924452,77.25960318741919,86.55724027106976,63.35892584858623
Q15907,Q15907,Ras-related protein Rab-11B,RAB11B,24.488,55.84708251898868,68.19965197373385,85.3930143702655,56.7808570696341,65.97781791464126,81.9975696176527,87.969519153244,100.0,57.345016654373204,50.811534571516404,29.23473768929214,50.61217937655649,46.56335693002714,49.35205601733574
Q96S66;A0A6Q8PEZ7;A0A6Q8PHQ1;A0A6Q8PG30;A0A8I5KRC0;A0A6Q8PG14;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PFF7;Q5T1P5;A0A6Q8PG68;A0A6Q8PF11;A0A8I5KXB0;A0A6Q8PFH1;A0A6Q8PF97;A0A8I5KPC2;A0A6Q8PFT6;A0A8I5KXZ8,Q96S66;A0A6Q8PEZ7;A0A6Q8PHQ1;A0A6Q8PG30;A0A8I5KRC0;A0A6Q8PG14;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PFF7;Q5T1P5;A0A6Q8PG68,Chloride channel CLIC-like protein 1,CLCC1,62.022,75.455831542174,35.10138701094961,63.076704131990894,74.88719838002834,50.66539768138448,78.97506991698857,100.0,54.52246390728903,66.87984888180696,66.90153524964502,67.0766093607989,56.46354291768165,38.120524133337405,59.88817615651847
Q02978;I3L1P8,Q02978;I3L1P8,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,34.061,70.73397752219802,53.62782742461194,73.36095032807506,86.73159100369654,64.08182334062708,76.04649498648975,64.60062017298517,45.01042099740976,83.14233209396279,56.07165744136996,49.48686396851682,50.96945373686819,46.74919921214372,100.0
P39656;A0A0C4DGS1;U3KQ84,P39656;A0A0C4DGS1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,50.8,79.22812014487756,95.12803208374126,55.96626117648733,56.28381626568104,68.16370291164912,74.77468259361065,84.46177609648683,62.18661413815452,77.2189502821338,44.288138972811545,50.70351585915972,64.43815594051885,100.0,56.89950943179585
