,Protein IDs,Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],RIPA,SMA200P,SMA200CB,SMA300CB,ChloroSMA20,ChloroSMA40,ChloroSMA60,ChloroSMA80,NP40,AASTY645,AASTY650,AASTY1150,AASTY1145,AASTY80
19,P14625;Q58FF3,P14625,Endoplasmin,HSP90B1,92.468,91.90129059216181,89.60500073563632,64.73424773364165,53.11364448570755,100.0,94.6199066027643,65.8045207462353,58.716210592803634,82.64602874435305,90.83871862159062,65.80428591336805,98.8921221609933,84.70494557825108,84.16876611431617
20,P62873,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,37.377,88.26595970877162,92.11661241930001,58.898941751915935,44.34193176419583,96.23696503904706,100.0,51.79222097673038,55.26359067335696,77.74512814016683,70.43151440599499,55.97718135513852,85.08325551500664,77.85516484963321,56.818226070614806
21,Q3SYG4,Q3SYG4,Protein PTHB1,BBS9,99.279,27.373202596667657,18.260901597848285,26.139788264575703,100.0,15.293296436417986,21.171383010567997,8.434161068843368,72.41251949448856,14.668822376838769,66.44557774595135,19.478421995378998,24.08450079538426,21.2841530714934,8.713598572789435
22,P62241,P62241,40S ribosomal protein S8,RPS8,24.205,37.71200466175075,86.65957025539268,73.39851871869398,85.54923064014301,78.45856638330685,74.4700721689514,100.0,55.47034212482907,66.09825208378525,41.285636900294314,48.72794324132027,72.96101828705022,75.54501029383603,64.68989222508364
23,O15460;E7ENX0;E7EPI9;C9JX45;A8MXE0;E7ERI1;C9JCP0,O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,60.901,28.523738985892656,26.451702321603378,34.03904154075184,14.86180914883201,38.8438308565701,39.824931052062006,48.57185135110312,22.763758268657238,23.236114662123907,23.002660276111136,100.0,29.005643826230287,29.404227907951913,22.615871103405663
24,P21397,P21397,Amine oxidase [flavin-containing] A,MAOA,59.681,100.0,19.65196402550994,25.48107711277797,24.708850882462777,46.704066462843805,18.14873719257882,39.35867464672167,15.560118233521585,18.285218638207525,17.44080452334754,12.115010501410191,22.52417003109435,11.407285992014785,33.99483915682015
25,P00505,P00505,"Aspartate aminotransferase, mitochondrial",GOT2,47.517,92.41449252702552,20.046000920044754,96.56662301588572,100.0,2.985169257825842,6.124698494594195,11.079825106381575,40.833187172117974,80.63848992499092,46.33635934286763,7.464841562303377,17.08460808136385,26.08935027283535,2.180339376667149
26,Q9ULF5,Q9ULF5,Zinc transporter ZIP10,SLC39A10,94.131,25.037644957956832,22.65467984752044,38.18783821929127,25.97266288364789,23.072576662608054,32.23015374237679,100.0,23.35562624843256,29.17282904098166,29.00438229382899,59.547119074919706,24.616387691166885,38.61430561286969,21.62738220854336
27,O76094;D6RDY6;R4GNC1,O76094,Signal recognition particle subunit SRP72,SRP72,74.605,34.040682446297524,45.122377131885486,54.673533937450735,55.236217271906476,39.32368269359473,38.94306102179909,62.22870582539787,30.50167462962165,44.845331818772806,68.1033275325701,40.47864452708659,70.66244751294516,50.70295533913184,100.0
28,P30050,P30050,60S ribosomal protein L12,RPL12,17.818,60.19771729114232,79.65287346844264,53.171835887166615,48.715123412946895,82.8956901000558,72.1570337378934,66.55918299459968,60.44781795238258,56.16969715668956,55.27402780897563,53.22452223124245,84.87292086996499,100.0,46.96515762737875
29,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,Voltage-dependent anion-selective channel protein 2,VDAC2,31.566,100.0,44.78215558324063,40.81540126202848,37.77257016526764,40.198452618158,15.561130202861678,36.34807404331554,37.24972341948814,73.54724827741657,6.483974443606787,30.814686606176377,8.637296320889517,19.46910513440494,81.86357299162313
30,Q99623;F5GY37;J3KPX7;A0A7I2V5F0;F5GWA7;F5H3X6;F5H0C5;F5H2D2;A0A3G2KQ93;U3KPZ5,Q99623;F5GY37;J3KPX7;A0A7I2V5F0;F5GWA7;F5H3X6,Prohibitin-2,PHB2,33.296,70.6469490552028,70.43344868162743,64.15130349610776,54.04800209959111,50.013825007084435,56.12764121057842,63.077705665454516,85.30210939017186,100.0,28.698803014703845,52.10449214049091,45.07576006004961,55.51496197768869,90.43353635414674
31,P27797,P27797,Calreticulin,CALR,48.141,100.0,10.023912573681816,44.966599392136345,33.80134524389722,51.44147908756837,73.62074372814193,23.189987813357718,36.79351511973511,97.60091137214644,80.34790413975958,39.98088654793554,32.27042031985869,14.389435966058794,51.568927668459665
32,P07237,P07237,Protein disulfide-isomerase,P4HB,57.116,100.0,68.37839055721929,43.15440182029613,34.68920356854344,71.01884017072067,76.59836951960844,58.82145911361004,48.94458633116844,90.87114668891316,74.13886898164668,52.92563058511844,54.60782685202767,60.82315442880375,47.0511470869749
33,P49411,P49411,"Elongation factor Tu, mitochondrial",TUFM,49.874,98.39813737354035,45.289835436292655,57.10093910357678,61.41728819507557,46.40278251194373,36.49326722494113,31.37358161533174,76.49281897689836,58.504315668292186,64.99945557972107,59.38690973972444,73.13281558517633,45.99122117489829,100.0
34,P61353,P61353,60S ribosomal protein L27,RPL27,15.798,55.28485346540032,81.90456647360584,64.1148861549345,26.374720273188064,45.99672824503875,60.06464371846699,100.0,16.400039559736076,93.61272548231906,36.42805653472849,55.28393805533449,42.66730010772657,67.95764860401118,62.226602168379245
35,P05023;Q13733;Q5TC05;Q5TC01;E9PRA5;Q5TC02;M0QXF2,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,112.89,77.50169595187486,77.26163207814888,89.62093836494537,88.47312154137886,89.8972327753166,91.69330480827615,100.0,65.15369687179495,72.24808814845518,57.25936147666775,68.1429944779716,65.40965762459727,67.21162523055459,59.17061956882841
36,P46060;H0Y4Q3;B0QYT5;B0QYT4,P46060,Ran GTPase-activating protein 1,RANGAP1,63.541,50.162722629127366,58.611915240840176,59.95130519274788,50.976733084218914,64.9073605880763,67.14800284468629,80.99618118751152,55.467435951246316,43.10038351686289,76.75603029973094,100.0,61.79565404983512,55.395987575649144,55.89929357405799
37,P62820;P59190,P62820,Ras-related protein Rab-1A,RAB1A,22.677,74.39438071731544,69.11379750173022,75.27251653582879,100.0,70.11282291958135,76.202365280534,59.734219050761595,46.69664305371115,64.34939136135411,70.1990780346458,48.08534250270737,63.18047106936541,63.302096353665874,67.73366811414337
38,Q96AG4,Q96AG4,Leucine-rich repeat-containing protein 59,LRRC59,34.93,100.0,87.57007057410235,83.10756430065081,82.23478254493315,88.60637850509048,78.26550244803728,48.21565922267815,62.023793356778015,71.91835103548902,85.22556104068263,49.99503580092398,79.7104066149391,78.90029516322896,99.1872157797382
39,Q02878,Q02878,60S ribosomal protein L6,RPL6,32.728,37.92184473724224,79.92987809104378,62.85286218253911,97.6517008954329,82.5228574395296,74.6953808602344,85.22217526518315,42.87077200145199,86.19063457544074,53.495547975501665,97.25919426247425,77.31630200314525,100.0,78.82897944517092
40,P05387,P05387,60S acidic ribosomal protein P2,RPLP2,11.665,83.27080222905316,0.10627479623574453,1.0557239829465805,6.6888481602134595,0.0393278065093208,0.024011083135551205,0.21723214108088562,0.674438738770507,100.0,0.992194854852806,0.06720715822260029,0.23582302460387755,0.12922126516202262,0.7853785145478533
41,A0A7P0TA85;P35613;A0A7P0TB04;A0A087WUV8;I3L192;A0A7P0T8A7;R4GMX5;R4GN83;A0A2R8YDZ0,A0A7P0TA85;P35613;A0A7P0TB04;A0A087WUV8;I3L192;A0A7P0T8A7,Basigin,BSG,28.991,83.78283270351547,20.96124958008915,70.58510776783051,66.6476498077509,34.73371613058707,34.04854069466902,26.38961154323301,40.64143914948776,100.0,28.083610236409957,40.296398999774745,17.722759127188894,16.482003630816983,16.258568748382736
42,P62277,P62277,40S ribosomal protein S13,RPS13,17.222,40.94317540766277,92.78634704951878,62.066844755554115,40.47760916481037,46.01728478999536,59.233806589213586,68.49903814076855,11.81078282516842,90.12386391536349,49.199801529573065,89.0455959520034,88.28522118186332,100.0,58.558174040157
43,O60506,O60506,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,69.602,53.78165397218149,75.32974193242539,56.93964491178814,73.95180915051112,77.98365837516121,69.25825897347107,58.81497669168787,65.89112127395099,54.348914387842285,81.42092464710223,74.254256318857,98.06678465032557,81.97844825800257,100.0
44,P23284,P23284,Peptidyl-prolyl cis-trans isomerase B,PPIB,23.742,71.52377463619825,35.09668955652944,66.8840768751015,68.41043308415642,11.886708749650678,28.657694956365624,13.39815065143107,47.61643010264107,100.0,85.21841392054239,46.60201948032285,90.76317919242209,72.57311027575801,19.579513192491074
45,Q15084,Q15084,Protein disulfide-isomerase A6,PDIA6,48.121,84.07172931157783,86.37763764457674,55.981117448262275,41.193705290696364,100.0,90.08419028163578,55.692058548075295,51.685887609430026,70.1868748603758,97.92817175716014,68.98590538387917,92.07271275172707,94.3755869644543,65.26655653483475
46,P62753,P62753,40S ribosomal protein S6,RPS6,28.68,26.779019730046834,60.87530198845954,61.108412356332906,70.4402034100293,60.873113019279266,70.03013048372122,100.0,58.11837945429094,61.28725488823841,52.43493340245154,94.92068866118902,65.91280749685319,63.68104880184157,69.58661509222
47,P61604,P61604,"10 kDa heat shock protein, mitochondrial",HSPE1,10.932,36.25101391541453,35.74230452331114,43.798209996061395,59.21422926479476,26.656699433447173,25.05206476066751,29.706917552624322,100.0,39.623668207136106,54.19122130478152,61.15265814917864,47.6359982215864,32.578502810896005,66.13973749710304
48,P08670;B0YJC4;A0A1B0GTT5;A0A1B0GVG8,P08670;B0YJC4,Vimentin,VIM,53.651,44.27461618234967,50.15059280846232,43.49832115861232,60.372104372572075,57.952032791972485,61.74276899007536,46.291039431954175,88.08606311067713,56.42391228621557,75.1286152703957,76.78688042999993,77.67357639985903,56.341671304348864,100.0
49,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;E9PQ96;E9PJH4;H0YF32,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7,40S ribosomal protein S3,RPS3,26.688,39.673671275070284,78.98439776180575,59.523743346003386,100.0,46.828868432287265,62.54026467973919,57.324564909774814,21.19019587826244,88.62278763946956,60.55306197464454,45.70597666783113,58.44298984896687,75.28664425787953,69.43063098355587
50,Q9H061;E9PI90,Q9H061,Transmembrane protein 126A,TMEM126A,21.527,100.0,67.76790283043091,40.7361006550804,39.86093652340931,83.36731547225827,53.61916332618654,66.99893557782144,58.40893411488264,83.30227425538229,58.646014748417194,71.38325105542391,66.2566507940461,36.316858082684774,92.33694713768317
51,Q07021;I3L3Q7;I3L3B0,Q07021;I3L3Q7;I3L3B0,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,31.362,100.0,4.074780497529722,15.618887658710722,17.52508017354234,12.62633248778983,12.370179843911707,0.5981332291117178,24.581810919539627,36.41883260117223,31.143868255009526,7.428401764489168,18.67308332294307,10.335059209426962,12.771034535497833
52,P49207,P49207,60S ribosomal protein L34,RPL34,13.293,24.63018106985198,46.60128589853349,35.913019629498244,34.45580588275594,39.75458466649985,47.66606849218455,90.7357549890575,17.477691754310175,60.656775415837515,21.772217755309946,100.0,28.555504874798267,52.38116305195339,24.45126120050537
53,P62249,P62249,40S ribosomal protein S16,RPS16,16.445,25.034053961293516,42.0292388864465,44.561028006050265,100.0,22.30812483686418,29.600751147209102,40.763013916854234,24.88045485890344,70.27609479105395,32.50109045549435,29.128125035441414,24.67292490561759,36.78707176963808,37.038754354176774
54,P07339;A0A1B0GU92;A0A1B0GU03;A0A1B0GVF1,P07339;A0A1B0GU92;A0A1B0GU03,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,44.552,100.0,23.68832644505501,23.906071952936863,37.278368239397984,47.13655175226461,29.901093560713903,19.424093311813568,88.21614249664927,60.77283431134245,37.70199484413685,9.596791974369486,32.174431510444414,14.284586771155194,45.85912455414024
55,P62979;P0CG47;P0CG48,P62979;P0CG47;P0CG48,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC,17.965,26.40282397674727,49.381739074976785,65.86544108617079,100.0,76.92263573901043,73.96202404746117,92.63992073923745,92.80056077444308,34.488519851430375,59.565836490536775,55.45545755329127,71.60274052627939,50.84363994581511,43.819973257959425
56,P35221;G3XAM7;E5RIB1;E5RJ41,P35221;G3XAM7,Catenin alpha-1,CTNNA1,100.07,78.47474865459141,77.37029146425502,74.50177844062746,42.92993526302534,84.27137458672888,81.51175630254703,100.0,66.95754274167126,61.73742177091921,64.89637967709564,78.91544013673317,70.42239094811728,76.80254785860076,64.0831684486092
57,Q14697,Q14697,Neutral alpha-glucosidase AB,GANAB,106.87,56.43337225046763,79.57092604670129,52.66637963152674,43.05370490249826,75.04621244392116,68.04982253387614,55.68795052223565,59.89782790872727,71.93427681345985,78.6980124516517,83.56094235992117,88.45266735665076,100.0,63.5699089994364
58,P07900,P07900,Heat shock protein HSP 90-alpha,HSP90AA1,84.659,33.44932245912579,54.14943645544727,48.62071619139358,34.30845764539791,53.50281553321001,69.86035189640516,51.139471825160854,47.2236892896144,44.630250836380995,100.0,81.55294225162368,69.27876478497775,75.00798691518031,56.02469128769384
59,A0A7P0T937;P27824;A0A7P0T9L0;A0A7P0T8G1;A0A7P0TB65;A0A7P0T840;A0A7P0TAE9;D6RGY2,A0A7P0T937;P27824;A0A7P0T9L0;A0A7P0T8G1;A0A7P0TB65;A0A7P0T840;A0A7P0TAE9;D6RGY2,Calnexin,CANX,67.438,52.64447218929874,39.492339148845524,67.82092791818451,28.232238056665743,73.99185196188772,70.77097383724976,37.95458983710908,100.0,84.14002728741654,62.16913413144771,24.77611065173018,65.05297251235847,44.7093572218132,67.75164078457415
60,P62244,P62244,40S ribosomal protein S15a,RPS15A,14.839,27.09075529999944,78.69803790182873,55.98590030965826,100.0,88.11674642930666,69.7028582830296,92.66769771518291,52.269979062314455,67.51835141120857,51.16034730690521,42.70436100048028,72.1396314600418,97.3487435463486,71.19818471042788
61,P30048,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,27.692,77.36486712936626,7.302956114343441,40.11267890983943,47.570541468441945,11.799450159154064,18.531525985316964,4.050066529952737,100.0,46.77090395793806,79.01574928621493,33.65632282972975,52.5962603820637,13.126342767464036,47.82840620822969
62,P62280,P62280,40S ribosomal protein S11,RPS11,18.431,26.430117651395022,75.67435643720918,49.78396586320336,84.22156358533417,49.82740096225271,65.81972908434791,100.0,40.77749168945278,56.232606082457096,44.45954173383962,79.84623371340292,46.39395876154872,80.09774890934422,43.424650614861584
63,P60953;A0A590UJK8;A0A8Q3SI43,P60953;A0A590UJK8;A0A8Q3SI43,Cell division control protein 42 homolog,CDC42,21.258,88.78504410805172,85.38741116183714,31.647966009608563,81.8988988405185,73.23203521705818,64.73116739915477,49.36408771444009,71.24566661058853,71.60164612663901,100.0,44.38461271140303,94.34953443293206,75.37464935807846,74.92284324857455
64,P04844;Q5JYR7;Q5JYR4;Q5JYR3;H0Y5M1,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,69.283,77.93399654367997,78.97347110294419,57.59506554292948,75.07327442223979,76.17273132432891,66.27966250591615,27.88410631395577,42.45083685615333,86.57807359940594,66.85733106027286,39.0239026460609,87.25089817177842,97.29479334120835,100.0
65,Q9P1Q0,Q9P1Q0,Vacuolar protein sorting-associated protein 54,VPS54,110.59,31.30851554236753,62.7312686966499,31.156023998171555,60.00060279479966,26.79520294719353,100.0,9.573244031385348,30.86645219894742,5.927978769000823,45.20805782198778,7.217780083215826,15.011693263934585,59.38877526614371,10.66186815258556
66,P30040,P30040,Endoplasmic reticulum resident protein 29,ERP29,28.993,100.0,72.369055215842,52.56409505246204,47.39571218011027,58.139445825223426,47.71129727111805,66.15140768990577,68.08899457030101,59.45844302751971,79.4554247164929,46.670135422643874,60.2079484063526,71.9454879654994,54.28775316345694
67,P34897,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,55.992,100.0,26.957110149422558,59.64117670542883,58.69694885811175,54.239868814860095,35.204014424702066,50.26545877726718,88.06324396651122,83.99094078560664,77.51242440014666,43.1281855836223,53.358416423593646,41.5440583220054,64.19674379576395
68,P62826,P62826,GTP-binding nuclear protein Ran,RAN,24.423,36.6224145562632,66.38329889747632,77.41833528016384,56.39492403545238,69.1928151912925,71.18779125654694,84.59977646703648,56.86555681626492,50.142432113203405,100.0,95.13646096348933,70.91141066031804,87.37555294687445,59.92608842840359
69,P08708,P08708,40S ribosomal protein S17,RPS17,15.55,65.06369518299294,67.86116867935846,56.00838669641587,39.314416377328584,60.50210989756082,57.4565313647333,37.999076377709414,65.27282005213613,95.93236982412868,77.41568624922266,100.0,88.88181545896758,69.7158607115491,37.47953178830886
70,P11279,P11279,Lysosome-associated membrane glycoprotein 1,LAMP1,44.882,100.0,26.63599746978591,34.692025161882604,32.884396960342464,25.917751300038866,30.722816919920554,18.290470816105852,2.5172230715475012,93.53037860008953,17.78189194901286,14.199497112013686,13.192794050024975,20.400095482330666,18.05683061190279
71,A0A0C4DG17;A0A8V8TLA4;P08865;A0A8I5KQE6,A0A0C4DG17;A0A8V8TLA4;P08865;A0A8I5KQE6,40S ribosomal protein SA,RPSA,33.313,60.48091297008372,12.596832116653426,24.810029819698794,80.40740870283439,24.04422329866749,29.19302108333036,17.20512085515128,37.374364107978025,100.0,76.63758692612771,63.14793857154242,29.557044129278587,20.2570480147699,22.26153422297215
72,P00403,P00403,Cytochrome c oxidase subunit 2,MT-CO2,25.565,100.0,49.55291275901661,88.3018773750808,31.388060257974264,31.705651884813328,49.67735909946893,31.758068525461685,97.69315228043007,70.72773641833051,21.0289378034237,12.193331047415075,25.97138590746249,17.220643541288485,54.58681040075811
73,P48047;A0A494C0K9;H7C0C1;H7C086;H7C068,P48047;A0A494C0K9;H7C0C1,"ATP synthase subunit O, mitochondrial",ATP5O,23.277,94.7680869080035,81.42828471991024,100.0,79.55428072972146,49.84145575634838,54.95625912079526,83.40766877128675,88.59629272924761,99.8786370033509,70.23022535190516,77.36679356725311,81.97393129242522,81.0750889456041,97.347093595571
74,P04843;B7Z4L4;F8WF32,P04843;B7Z4L4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,68.569,70.94597604728767,91.48113041638139,79.07576674953101,80.35289809864251,86.07670441495992,81.87902319596732,63.71672568934596,66.8941958674326,70.04447461008793,51.119337429169434,59.51768268296571,68.46295078522022,100.0,63.84538644641628
75,P51149,P51149,Ras-related protein Rab-7a,RAB7A,23.489,83.59385686394052,91.16675461334842,89.83515425085386,67.04466095468672,100.0,86.28027597418992,84.22030408354594,48.08231806115904,83.90541701542492,89.39658204635614,63.39508657589346,91.53930327641935,91.45637019878131,77.18249545915687
76,O95197;F5H617,O95197;F5H617,Reticulon-3;Reticulon,RTN3,112.61,53.615487076692446,93.4004457230356,91.32045897102115,53.82909480786622,100.0,86.49343662296008,94.19017184710754,24.054815798951545,47.55194583258004,54.522699161592335,50.27093317533027,65.50088295037348,87.22486706302473,41.65365015118397
77,P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37;A0A8V8TND0;A0A8V8TLK4;F8WBE5,P02786;A0A8V8TLM6;A0A8V8TM41;G3V0E5;A0A8V8TLK7;A0A8V8TLN0;A0A8V8TM46;A0A8V8TN37,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,84.87,93.46526085338031,84.72261625549673,79.12038255539777,51.23623492414918,100.0,89.81233741952877,75.34739459026335,29.70320853157399,85.4909757828314,64.34365590172274,64.60477377924451,77.25960318741919,86.55724027106977,63.35892584858623
78,Q15907,Q15907,Ras-related protein Rab-11B,RAB11B,24.488,55.84708251898868,68.19965197373385,85.39301437026552,56.7808570696341,65.97781791464126,81.9975696176527,87.969519153244,100.0,57.34501665437322,50.811534571516425,29.23473768929214,50.61217937655651,46.56335693002714,49.352056017335755
79,Q96S66;A0A6Q8PEZ7;A0A6Q8PHQ1;A0A6Q8PG30;A0A8I5KRC0;A0A6Q8PG14;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PFF7;Q5T1P5;A0A6Q8PG68;A0A6Q8PF11;A0A8I5KXB0;A0A6Q8PFH1;A0A6Q8PF97;A0A8I5KPC2;A0A6Q8PFT6;A0A8I5KXZ8,Q96S66;A0A6Q8PEZ7;A0A6Q8PHQ1;A0A6Q8PG30;A0A8I5KRC0;A0A6Q8PG14;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PFF7;Q5T1P5;A0A6Q8PG68,Chloride channel CLIC-like protein 1,CLCC1,62.022,75.455831542174,35.1013870109496,63.0767041319909,74.88719838002834,50.66539768138448,78.97506991698855,100.0,54.52246390728902,66.87984888180698,66.90153524964502,67.07660936079888,56.463542917681664,38.120524133337405,59.88817615651848
80,Q02978;I3L1P8,Q02978;I3L1P8,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,34.061,70.733977522198,53.62782742461193,73.36095032807508,86.73159100369655,64.08182334062707,76.04649498648973,64.60062017298517,45.01042099740975,83.1423320939628,56.07165744136996,49.486863968516815,50.969453736868175,46.749199212143715,100.0
